grant_id,funding.agency,funding.amount,date.start,date.end,title,abstract
100184,Dept of Education,766000,1/25/2012,6/4/2013,In rutrum leo eu libero tincidunt eleifend.,"Mauris ut ante vel mi consequat feugiat. Sed odio magna, commodo ut mattis eu, pellentesque quis lacus. Nullam varius pulvinar dignissim. Sed augue nunc, luctus id pharetra tincidunt, accumsan ut metus. Fusce venenatis accumsan sapien, vel vehicula lectus pellentesque et. Vivamus quis nisi vitae ligula sodales molestie ut nec arcu. Integer sollicitudin mi nec ligula feugiat a iaculis purus accumsan. Sed lobortis, sem ut vehicula fringilla, nisi arcu dictum nisi, eget egestas tellus felis ac leo. Pellentesque feugiat, libero a accumsan eleifend, neque velit consectetur dolor, eget iaculis lacus est sed elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Morbi congue eros adipiscing lectus lobortis bibendum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; In et justo sed lorem consequat eleifend eget eu nisl. Morbi aliquam, lectus ut commodo pharetra, massa ligula convallis lectus, ac rutrum felis risus et elit. Etiam mollis orci nec lectus accumsan dapibus."
100185,Dept of Education,2000,2/9/2012,6/14/2013,In sed lectus et lorem varius mattis eu vel diam.,"Sed enim lacus, lacinia vel porta quis, feugiat sit amet lorem. Nunc egestas congue ligula, non laoreet justo semper eget. Pellentesque ut quam sit amet libero ultricies vehicula a sit amet est. Quisque elementum luctus tempus. In vehicula nunc id sapien bibendum iaculis ut sed magna. Cras risus urna, fringilla quis tincidunt vel, scelerisque quis justo. Donec nulla risus, aliquet sed lobortis a, faucibus id mauris. Aliquam erat volutpat. In non tristique lacus. Suspendisse ac nunc lectus. Phasellus eleifend scelerisque urna, rhoncus cursus sem consectetur nec."
100186,Dept of Education,62000,2/13/2012,6/19/2013,In sodales urna sit amet dui pretium commodo.,"Morbi ornare vehicula augue eget elementum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nunc sit amet lorem vitae justo ullamcorper consectetur. Morbi libero dolor, ultricies id imperdiet sit amet, elementum ut felis. Phasellus aliquet laoreet sagittis. Nullam congue convallis elit at lacinia. Morbi commodo enim non risus fermentum ultricies. Aliquam erat volutpat. Cras non neque vitae urna luctus lacinia. Nunc laoreet augue et lectus tempus blandit. In hac habitasse platea dictumst. Pellentesque velit velit, ornare eu ullamcorper sed, porttitor sit amet diam."
100187,EFG,299000,1/9/2006,6/21/2013,"In tempor facilisis augue, et ultricies magna placerat a.","Nunc ipsum nibh, consequat a tempus et, pharetra in mauris. Integer pharetra mollis nibh, sit amet ultricies magna gravida sit amet. Duis facilisis magna in lacus ultricies molestie. Aliquam at diam ac neque congue volutpat eget et leo. Nam porta rutrum magna. In hac habitasse platea dictumst. Nam at purus eros, a consectetur sem. Praesent congue suscipit magna, quis euismod erat porttitor sit amet. Nam pulvinar, arcu nec hendrerit malesuada, metus dolor placerat arcu, et viverra metus nisi eget nunc. Phasellus aliquet nibh eget neque ullamcorper posuere."
100188,Dept of Education,903000,1/26/2006,8/14/2013,In ut neque vel justo euismod tincidunt nec et quam.,"Nunc nec nisl auctor tellus hendrerit suscipit. Donec tincidunt enim quis nulla tincidunt aliquam. In in justo a neque rutrum pellentesque sit amet eu lorem. In hac habitasse platea dictumst. Donec id augue vel urna ultrices feugiat ut vel ante. Vivamus scelerisque neque in felis sodales interdum. Maecenas a leo orci, a rutrum nisl. Donec et aliquet est. Morbi tincidunt molestie sapien in viverra. Aliquam eu augue id felis faucibus tempor et quis felis. Aenean augue tortor, facilisis quis gravida eget, blandit id nulla."
100189,BBB,137000,3/29/2006,8/27/2013,In vel lectus id sapien hendrerit eleifend.,"Nunc aliquam lacus ac nisl ornare rhoncus. Vivamus at urna odio. Duis dui dolor, tempus eu porta sit amet, gravida nec lacus. Etiam sagittis, diam ut hendrerit porttitor, nibh magna rhoncus purus, et semper purus ante ut metus. Quisque in mi a metus tempor ultricies vitae id justo. Nulla tortor nisl, scelerisque a facilisis vel, sagittis vel ipsum. Cras pretium dui at felis porttitor sed suscipit urna tincidunt. Quisque vehicula libero sed augue dapibus pellentesque. Proin gravida diam vel nisl iaculis id faucibus diam imperdiet. Donec in nisl eget nisi rhoncus elementum nec blandit metus. Mauris volutpat sagittis velit ut tristique. Aliquam malesuada ornare rhoncus."
100190,ABC,119000,3/30/2006,9/3/2013,Integer a dui quis ipsum blandit porta.,"Etiam tristique sollicitudin pretium. Sed eu metus risus, consectetur rutrum enim. Nulla sollicitudin erat sed neque eleifend adipiscing. Aliquam erat volutpat. Quisque interdum interdum sapien eu scelerisque. Nulla feugiat lorem vitae orci ullamcorper pharetra. Phasellus sodales, ligula nec malesuada suscipit, nulla justo fermentum nisl, imperdiet condimentum libero ante id lectus. Sed condimentum, massa in lobortis porta, sem massa fermentum nunc, sit amet vehicula ligula lectus sit amet sem. In hac habitasse platea dictumst. Integer consectetur eros sed ipsum malesuada non vehicula elit egestas. Duis fermentum tortor eget diam condimentum vitae consectetur nibh dictum. Nunc suscipit dignissim dui fringilla dapibus. Sed eget nulla ac leo tincidunt volutpat vel ac lacus. Duis id neque risus. Mauris lacinia lorem id ante dapibus faucibus."
100191,DDD,195000,6/23/2006,9/17/2013,Integer ac diam id magna dapibus dignissim non at ante.,"Nunc ut hendrerit justo. Nulla ac tortor augue. Aliquam erat volutpat. Morbi felis nisl, scelerisque nec laoreet facilisis, volutpat id enim. Maecenas sollicitudin pulvinar justo vitae pellentesque. Aenean at orci non ligula suscipit consectetur ut in orci. Vivamus sit amet tortor eget odio ultrices sollicitudin. Sed nisi lorem, laoreet eget egestas nec, elementum ut odio. Quisque sit amet velit eget tortor luctus congue. Aenean leo est, posuere at convallis eu, ullamcorper sed dolor. Nulla eu lorem at justo tempor interdum ut ac dui. Pellentesque eu ligula tellus. In sit amet libero urna. Pellentesque faucibus pharetra lectus, a sagittis est dapibus ut. Phasellus mauris sem, vehicula vitae ullamcorper vel, vulputate ac augue. Morbi sit amet massa in nulla consectetur blandit vitae eu risus."
100192,NSF,712000,1/9/2006,10/2/2013,Integer ac lorem vitae odio vestibulum fringilla.,"Aenean tincidunt dui a diam dictum rhoncus. Integer elit sapien, varius vel mattis ut, sagittis at leo. Fusce adipiscing vehicula dolor, nec euismod neque consectetur volutpat. In hac habitasse platea dictumst. Aenean sit amet odio velit, at sodales augue. Sed ut felis in odio volutpat placerat at quis enim. Phasellus auctor accumsan elit, ac laoreet lectus volutpat ac. Aliquam fermentum, mi sed eleifend sagittis, lectus lorem pulvinar ligula, sed tincidunt enim lectus a nisi."
100193,BBB,332000,1/26/2006,12/4/2013,"Integer bibendum semper dolor, quis tincidunt ipsum posuere at.","Duis sagittis molestie ipsum sit amet consequat. Nam lacus ante, molestie iaculis suscipit ac, molestie id augue. Aliquam sem mi, mollis ut ullamcorper et, cursus et sem. Morbi nec fermentum nunc. Nullam ac lectus lectus. Sed bibendum, felis sit amet ornare ornare, tortor augue consequat tellus, at scelerisque odio quam quis ante. Vestibulum ac orci vel lectus venenatis convallis ultricies vel ipsum. Praesent suscipit accumsan nulla et rhoncus. Nulla facilisi. Donec blandit porta placerat. Maecenas non ipsum ut augue ultricies venenatis. Integer sed lorem tortor, eget fringilla leo."
100194,EFG,650000,3/29/2006,12/20/2013,"Integer blandit porttitor sapien, ut vulputate magna congue ut.","Phasellus felis tortor, pretium id porttitor id, laoreet ac lorem. Sed in metus sed nisl gravida hendrerit vitae vitae tortor. Nunc fermentum lacinia tincidunt. Curabitur sed sapien ut quam fringilla pharetra nec ac nibh. Donec in massa nulla, vel adipiscing lacus. Quisque in nunc sit amet ipsum tristique euismod. Maecenas eget orci enim. Fusce nisi est, semper eget semper in, congue vel massa. Vestibulum quis neque sed urna tincidunt lacinia sit amet a mi. Cras urna augue, dapibus ac ornare a, auctor vel velit. Mauris in sem quis est ullamcorper lacinia. Fusce pharetra neque eget nibh facilisis in molestie diam egestas. Fusce gravida auctor ante, eget bibendum elit viverra sed. Donec adipiscing condimentum urna sit amet aliquam. Mauris eget nibh sit amet nisi viverra aliquet."
100195,Dept of Education,25000,3/30/2006,12/24/2013,Integer et nulla at mauris scelerisque pharetra sit amet nec neque.,"Maecenas sed enim est. Aenean orci justo, tempor a pellentesque ut, accumsan nec nunc. Praesent at quam quis mi molestie hendrerit. Nunc suscipit tristique euismod. In non mi vel est vulputate porttitor. Proin eu sapien ligula, sit amet ultricies sem. Quisque euismod est id dolor gravida vestibulum. Proin eu elit erat. Vivamus nunc nulla, facilisis ultrices blandit non, pulvinar et augue. Cras vestibulum scelerisque adipiscing. Cras viverra odio sit amet odio mollis cursus. Sed vel augue tortor. Morbi accumsan posuere purus non feugiat. Integer volutpat lectus et lorem egestas venenatis. Donec pharetra laoreet dictum. Morbi aliquam magna at lacus elementum fringilla."
100196,BBB,915000,6/23/2006,1/21/2014,"Integer et nulla risus, a ullamcorper tellus.","Proin nec est a ligula tempor congue. Mauris metus tellus, ultrices at volutpat sit amet, ultrices sit amet elit. Proin blandit molestie odio, eu eleifend sapien bibendum ut. Nunc ac nisl vel quam luctus suscipit et at velit. Integer ac erat urna. Praesent in sagittis urna. Phasellus accumsan, sapien ut hendrerit mollis, purus lacus aliquet est, vitae egestas elit metus sed erat. In ante nunc, tristique vel interdum sed, molestie ac elit. Aenean pulvinar neque ut mi condimentum molestie. Cras ut odio quis mauris accumsan mattis sed rhoncus libero. Etiam nec scelerisque enim. In eu est turpis. Maecenas luctus nisl quis massa facilisis fermentum. Aliquam erat volutpat. Phasellus sit amet dui mi, et tempor risus. Praesent aliquam hendrerit velit id tempor."
100197,ABC,519000,10/10/2006,4/17/2014,Integer feugiat ligula non nulla luctus quis eleifend arcu congue.,"Mauris et elit eget nisl iaculis gravida quis nec elit. Nullam elementum nisi quis lacus porttitor et ultricies magna interdum. Phasellus dictum facilisis lectus facilisis elementum. Ut quis sem in dui lacinia feugiat. Nulla posuere placerat consequat. Nunc eu dolor et odio condimentum feugiat sed vel mi. Nulla ultrices congue condimentum. Pellentesque tortor augue, consequat in ultricies eget, malesuada eget elit. Sed id tellus ac lorem dignissim semper. Aliquam non tellus in odio posuere tincidunt vulputate eu ante."
100198,DDD,702000,12/7/2006,4/18/2014,Integer in magna nec risus viverra tempor.,"Duis id eros risus, in ultricies sapien. Quisque ornare nibh id turpis lobortis non facilisis tellus fringilla. Cras accumsan lobortis leo, id viverra justo egestas eu. Donec rutrum blandit ante, at ornare mauris ultricies id. Vivamus ultrices leo a leo aliquam sit amet euismod mauris rutrum. Aliquam eu gravida diam. Donec venenatis aliquet placerat."
100199,NSF,548000,2/7/2007,4/23/2014,Integer in tortor at lectus laoreet aliquam.,"Vestibulum pharetra orci sed nunc fermentum at tincidunt est gravida. Proin sit amet erat ac nisl tempor aliquet a in tellus. In tincidunt ultrices sem, et scelerisque elit pretium non. Pellentesque et rutrum nibh. Etiam non odio turpis, quis laoreet velit. Aliquam tempus dolor et ipsum malesuada laoreet. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam lectus metus, egestas at euismod sed, pharetra ac dolor. Suspendisse a erat nibh, in egestas ligula. Aenean id tellus ligula. Aenean ullamcorper facilisis blandit. Pellentesque posuere tempus iaculis. Phasellus eget lectus dui."
100200,BBB,621000,2/19/2007,5/29/2014,Integer non enim ac arcu blandit vulputate.,"Sed erat elit, pulvinar vel condimentum sed, dignissim eu sapien. Nulla facilisi. Pellentesque eu odio id elit convallis mollis. Nullam vel risus at sapien vehicula molestie non eget nibh. Mauris et erat facilisis augue congue scelerisque. Curabitur non augue leo. Curabitur consectetur sagittis sem, a malesuada tellus pulvinar ac. Etiam at nibh vitae lorem imperdiet volutpat. Curabitur ac erat et nibh bibendum gravida accumsan et eros. Mauris vitae massa dui, ac tincidunt ipsum. Nullam ante eros, pretium in scelerisque porttitor, dapibus at neque. Praesent imperdiet dui eu neque mollis ut porta arcu porttitor. Aliquam faucibus ultrices tempus. Nulla mi nisi, convallis eget tristique facilisis, fringilla sit amet dolor. Curabitur tortor lorem, ornare nec blandit sit amet, congue ut orci."
100201,DDD,52000,2/20/2007,6/23/2014,Integer porta ante consequat sem ultrices vel auctor libero tristique.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Sed vehicula libero sit amet nunc lobortis vitae lacinia lectus aliquam. Nam purus nisi, ultrices ut malesuada a, ullamcorper nec velit. Mauris vel odio diam, quis dictum ante. Nam sem erat, tincidunt vitae posuere eu, euismod ac nulla. Suspendisse potenti. Aliquam pretium diam erat, sit amet suscipit orci. Nulla commodo sapien a lectus vulputate tincidunt. Maecenas eu nulla augue. Praesent dui quam, blandit in venenatis vitae, gravida et erat. Quisque sagittis volutpat mi, eu aliquam felis bibendum tempus. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Donec orci libero, congue nec vehicula fermentum, gravida ut elit. Quisque aliquet quam at enim faucibus vestibulum."
100202,EFG,305000,3/19/2007,7/1/2014,"Integer sed turpis tortor, quis suscipit elit.","Fusce sit amet dolor id urna porta volutpat in id est. Praesent at vestibulum mi. Fusce a metus tortor, eu commodo nulla. Aenean commodo nisl ac risus gravida at suscipit leo tincidunt. Donec ac elit quis dolor tempus venenatis. Quisque porttitor libero sit amet enim congue a fermentum turpis semper. Pellentesque viverra, tortor nec fringilla egestas, est lorem interdum velit, eget porttitor nulla arcu eu velit. Morbi venenatis congue nisi ac vestibulum. Mauris at metus urna. Sed turpis magna, tristique et ultrices sit amet, volutpat vel lacus. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nam pellentesque quam lobortis erat interdum eu vulputate ligula sollicitudin. Nullam eleifend facilisis nunc. Aliquam erat volutpat. Donec vestibulum malesuada ligula, mattis condimentum libero tincidunt sed."
100203,Dept of Education,246000,4/20/2007,7/22/2014,Integer tincidunt eros ac lorem mollis facilisis.,"Duis lobortis consectetur urna eu eleifend. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Duis ultrices, velit in elementum accumsan, purus dolor vehicula elit, ac tristique risus tortor sit amet leo. Maecenas vehicula enim a quam faucibus sit amet hendrerit ligula posuere. Mauris elementum sem quis metus rhoncus ac interdum velit gravida. Nulla scelerisque hendrerit tellus, pretium tincidunt enim mattis et. Nunc blandit, ligula vitae iaculis blandit, mauris ligula auctor ante, eget ornare nibh nisl quis dui. Morbi sed sapien arcu, eget dignissim dui. Phasellus ultricies pulvinar felis, vel malesuada nulla adipiscing ac. Vivamus molestie, ipsum at sagittis vulputate, nisl ante lobortis purus, eu imperdiet justo nulla sed quam. Vivamus dignissim quam augue. Cras nisi dolor, aliquam non feugiat et, tincidunt in enim. Nunc condimentum faucibus leo convallis consequat. Fusce elit leo, lacinia in ornare ut, vehicula non sapien. Maecenas at sodales augue. Integer ac tellus turpis."
100204,BBB,333000,5/9/2007,9/23/2014,Integer ullamcorper nunc sit amet nisl vehicula bibendum.,"Quisque ullamcorper lobortis pellentesque. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Pellentesque nulla arcu, scelerisque lacinia ullamcorper id, ultricies vitae nisl. Curabitur vestibulum, tellus vel porttitor lacinia, eros lacus porttitor enim, a cursus est massa posuere tellus. Etiam in odio at augue ornare commodo. Nullam dolor lacus, aliquam at laoreet at, volutpat lobortis purus. Duis at sem tristique dui interdum auctor. Sed fermentum sem in urna viverra ut pellentesque nunc ullamcorper. Nunc fringilla nisl id lectus sodales ut luctus urna sollicitudin."
100205,BBB,807000,9/5/2007,10/29/2014,"Maecenas a dui purus, eget commodo libero.","Mauris ac arcu sit amet urna consectetur sollicitudin. Sed eu nulla quis felis volutpat scelerisque nec interdum neque. Sed sagittis augue vel sem congue quis tincidunt diam dictum. Sed a neque nec nulla eleifend tincidunt a ut erat. Nunc hendrerit lectus at orci mollis placerat. Praesent laoreet ultrices libero, at ultrices urna ultricies at. Vestibulum accumsan lorem id mi tempor rutrum. Mauris quis sapien nulla, ac porta turpis. Duis tincidunt odio at ligula congue bibendum. Etiam ornare interdum leo, convallis volutpat sapien ullamcorper in. Fusce fringilla risus eu felis pulvinar nec auctor nisi tempus. Aenean massa eros, rhoncus eu varius id, feugiat non dui. Fusce vel purus a magna vestibulum interdum non sit amet magna."
100206,ABC,605000,9/14/2007,12/1/2014,Maecenas ac magna vel enim faucibus malesuada.,"Pellentesque orci lorem, dictum blandit suscipit id, interdum vitae nulla. Ut ut lacus sit amet neque semper vestibulum id eu est. Etiam massa nisi, pulvinar sit amet pellentesque eu, scelerisque eu est. Sed ligula leo, ultricies tempor fermentum ut, tempor id arcu. Donec eleifend porta sem, eget venenatis enim dapibus in. Proin vitae tristique felis. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam mattis, tortor quis porta feugiat, ligula elit aliquet dolor, a ullamcorper felis libero quis magna. Praesent sit amet condimentum augue."
100207,Dept of Education,426000,9/25/2007,1/29/2015,Maecenas at mauris quis odio tristique cursus.,"Donec semper interdum tortor, eu viverra quam elementum eget. Etiam vel sem urna, ut laoreet lorem. Nunc egestas ornare scelerisque. Praesent pharetra orci quis arcu ultricies venenatis. Nunc sed metus in lectus vulputate porta. Morbi consectetur iaculis condimentum. Cras at quam ut ligula ultricies interdum quis et felis. Cras felis massa, commodo tincidunt iaculis mollis, sodales malesuada urna. Aenean sed tempus ante. Quisque ac diam ut lectus vestibulum aliquam. Etiam vel nunc nisl, eu vulputate felis. Mauris tellus ipsum, pharetra eget adipiscing porta, consectetur sed metus. Quisque non odio vitae sem tristique vestibulum nec gravida magna. Nullam a quam in dui fermentum rutrum non ut nisi. Sed sit amet nisi augue. Pellentesque sit amet metus eget nunc malesuada dapibus."
100208,Dept of Education,55000,6/6/2008,1/29/2015,Maecenas eleifend dolor vel leo auctor quis fringilla eros mattis.,"Nulla id molestie elit. Proin consectetur nibh in purus commodo eget sollicitudin dui luctus. Pellentesque dictum nunc quis sapien malesuada id sollicitudin dui egestas. Donec adipiscing placerat urna, non fermentum velit luctus quis. Sed diam sapien, adipiscing id rutrum nec, viverra nec dui. Donec non erat orci, in dictum ante. Integer vel ligula elit, eu facilisis elit. Suspendisse et nulla orci, a iaculis ipsum. Maecenas ac elit lectus. Suspendisse potenti. Phasellus porttitor lectus eget justo aliquam mollis. Mauris sit amet enim eget lorem tristique mattis."
100209,Dept of Education,598000,6/19/2008,7/28/2015,Maecenas elementum eros sed libero commodo egestas in quis metus.,"Suspendisse pharetra condimentum purus, a tincidunt libero sagittis a. Nam a sem lacus, ut rhoncus justo. Pellentesque dapibus libero at neque porta congue. Praesent egestas, ipsum et varius consequat, nibh lectus viverra lorem, a pellentesque quam dolor ac dui. Nulla convallis nulla sed magna mollis eu volutpat tortor ultrices. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nulla nunc risus, gravida id semper nec, tempor et lacus. Nulla imperdiet rhoncus lacinia. Nulla rutrum facilisis eros sed ultrices. Vivamus pulvinar arcu id nisl faucibus dictum a fringilla mi. In nunc est, cursus sed rhoncus in, bibendum ac lectus. Pellentesque hendrerit libero lacus, in convallis risus. Aliquam elementum tellus eu ligula porta bibendum. Vestibulum sit amet augue tellus."
100210,Dept of Education,712000,8/21/2008,10/7/2015,"Maecenas eu nibh lacus, vel ornare orci.","Nunc tempor tristique lectus, vel tempor lorem dictum ac. Lorem ipsum dolor sit amet, consectetur adipiscing elit. In massa tortor, facilisis eget molestie a, tincidunt a nunc. Sed nisi diam, aliquam ac viverra et, ultrices id sem. Donec varius sapien placerat eros dapibus eu eleifend justo eleifend. Integer sit amet magna metus, vel luctus lectus. Sed nisl lorem, faucibus eget condimentum ut, tristique id eros. Donec id libero non lectus lacinia porta in eget massa. Aliquam erat volutpat. Nam sit amet imperdiet magna. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Duis laoreet, arcu quis venenatis vulputate, nisi neque congue augue, eu tincidunt augue libero eget lectus. Donec sit amet nulla vitae tellus tempus tincidunt."
100211,EFG,587000,11/5/2008,11/25/2015,Maecenas id arcu nec lorem lobortis porttitor et ac magna.,"Aliquam luctus luctus dolor ut volutpat. Donec rutrum justo id metus luctus accumsan. Maecenas eget velit purus, tristique congue dolor. Cras quis justo vitae leo varius sagittis. Proin laoreet urna lorem, ut vehicula quam. Morbi sapien elit, rhoncus in facilisis sit amet, volutpat id neque. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Morbi in velit risus, id vehicula nibh."
100212,Dept of Education,254000,11/26/2008,12/7/2015,"Maecenas id ipsum enim, sed sollicitudin nunc.","Aenean sodales, dolor dignissim tempor imperdiet, nulla risus viverra lacus, volutpat malesuada turpis purus eu arcu. Vestibulum rhoncus nibh non risus dictum placerat fringilla risus ultricies. Mauris augue massa, convallis at interdum a, scelerisque sit amet quam. Vestibulum mollis gravida dapibus. Cras non neque vel lorem gravida dictum. Proin enim magna, eleifend non egestas in, lacinia viverra ligula. Nam iaculis fringilla purus, sagittis varius dui gravida vel. Proin sit amet felis at magna gravida egestas a quis neque. Integer lorem nulla, vestibulum ornare lacinia vitae, ultricies non odio. Quisque id leo velit. Donec mollis consectetur leo, sit amet pellentesque leo ornare eget. Nam gravida dolor ut lorem porta posuere. Pellentesque et arcu lectus. Donec sit amet erat nec tellus varius pharetra. Praesent non metus a urna pellentesque convallis."
100213,BBB,768000,12/16/2008,2/18/2016,Maecenas nec est vitae augue consequat viverra a at nibh.,"Sed sollicitudin elementum tristique. Ut molestie urna et lorem pellentesque et faucibus mi consectetur. Sed quis pellentesque turpis. Fusce egestas euismod dolor et interdum. Phasellus consequat ornare leo ac lobortis. Nam tempor, leo ac fermentum viverra, lacus purus pretium enim, eget lobortis tellus libero in ipsum. Fusce non fringilla nulla. Nullam lacinia dolor diam, sagittis bibendum tortor."
100214,ABC,17000,12/25/2008,3/10/2016,Maecenas non sapien quis diam dictum dignissim.,"Duis feugiat mattis nisl, eu luctus ligula rhoncus et. Aenean arcu nulla, rhoncus et condimentum consectetur, pharetra at nisi. Aliquam ac ipsum ac justo laoreet interdum ac eget libero. Integer et augue et mi suscipit faucibus vitae at odio. Curabitur ac ipsum metus, eu facilisis elit. Aliquam erat volutpat. Nam vitae nibh enim, eget fermentum arcu. Sed ullamcorper orci ultrices est bibendum sodales facilisis lorem congue. Donec a massa in metus rhoncus fringilla. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Etiam aliquet lacus nec erat dapibus ac fringilla dolor adipiscing. Maecenas at dui sed quam scelerisque bibendum et id leo. Praesent pharetra, eros ut bibendum dapibus, nulla dui lacinia lorem, nec hendrerit orci lectus non lacus. Ut sit amet dapibus velit. Aenean tortor massa, mollis vitae pulvinar a, cursus vel ante."
100215,DDD,717000,5/19/2009,3/11/2016,"Maecenas pellentesque volutpat nunc, id elementum nibh fringilla sed.","Quisque adipiscing ullamcorper rhoncus. Suspendisse ac metus in leo aliquet viverra. Donec aliquam odio ut nisl rhoncus sagittis. Mauris vel magna et odio hendrerit elementum. Curabitur viverra convallis elit, vel placerat sapien malesuada quis. Aenean rutrum aliquam elit quis mollis. Phasellus commodo volutpat elit, sed feugiat est suscipit id. Nunc ut mi sapien, ac egestas nibh. In quam felis, rhoncus molestie dapibus eget, porttitor consectetur nulla. Aliquam porttitor ornare dolor, non ornare ipsum mattis et."
100216,NSF,185000,6/15/2009,4/21/2016,Maecenas quis dolor sed dolor condimentum sollicitudin.,"Cras pulvinar sapien ac nibh placerat bibendum. Praesent urna dolor, condimentum ac viverra vel, feugiat sed lacus. Maecenas ac laoreet magna. Nunc porta condimentum rutrum. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Nam varius arcu risus, at vulputate lectus. Morbi sed diam vitae dolor mollis congue. Fusce libero metus, pellentesque eget iaculis quis, feugiat id lectus."
100217,BBB,288000,7/15/2009,6/3/2016,Maecenas sed arcu vel erat posuere dapibus.,"Vivamus in risus at arcu malesuada ultricies at in lorem. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nullam risus augue, mollis nec vulputate at, egestas in lectus. Morbi a enim sit amet lacus ornare tincidunt a eget orci. Phasellus auctor pulvinar lorem vitae porttitor. Sed vel ante in odio ultricies hendrerit. Vivamus vulputate fermentum tincidunt. Pellentesque ante odio, facilisis laoreet lobortis eget, venenatis a dolor. Suspendisse interdum lorem scelerisque nisi rutrum et condimentum est lobortis. Quisque pellentesque ultrices aliquam. Fusce tempor dui non enim pellentesque ornare. Praesent pulvinar ornare semper. Integer odio nisi, faucibus id rhoncus sit amet, sodales vel magna. Mauris ullamcorper nunc leo."
100218,EFG,688000,7/20/2009,6/23/2016,Maecenas sed diam sed dui commodo aliquet nec vel leo.,"Vivamus ultrices orci sed magna laoreet auctor. Fusce auctor dignissim velit et tincidunt. Curabitur sagittis tincidunt justo, at mattis tortor posuere ut. Donec rutrum purus ornare lorem venenatis pulvinar. Vivamus congue dictum arcu ac fermentum. Fusce elementum, libero blandit mattis pulvinar, turpis velit lacinia tellus, viverra rutrum nisl lorem nec mauris. Sed varius ipsum et leo volutpat aliquet. Quisque justo leo, sodales ut elementum vitae, rutrum eget sapien. Donec ut diam erat, et cursus mauris. Nam tempor arcu sit amet risus malesuada mollis. Nulla eleifend aliquet libero, at malesuada lorem bibendum eu."
100219,Dept of Education,237000,8/14/2009,7/11/2016,Maecenas suscipit dui in libero vehicula fringilla.,"Pellentesque in molestie lacus. Quisque non convallis nibh. Ut egestas lacinia felis, nec luctus leo pulvinar eu. Duis ac nisi nec odio aliquam varius et eu nulla. Duis accumsan eros at justo mollis at bibendum nibh ullamcorper. Pellentesque mollis velit id sapien pharetra faucibus. Donec in velit leo."
100220,BBB,891000,9/9/2009,7/19/2016,Maecenas tempor purus at nibh sagittis tincidunt.,"Praesent id purus eget dui sodales dapibus quis et mi. Morbi dolor leo, tincidunt sit amet semper at, laoreet quis erat. Vivamus elementum ligula in dui dictum ullamcorper porta lacus commodo. Lorem ipsum dolor sit amet, consectetur adipiscing elit. In non dui at sapien tincidunt egestas sed vitae mauris. Nullam interdum mollis vulputate. Phasellus neque diam, interdum ullamcorper gravida sed, viverra vel nisl. Phasellus turpis nibh, dictum ut vehicula sed, pellentesque sit amet mauris. Fusce ut felis non augue faucibus elementum. Phasellus et justo in velit posuere varius. Aenean pulvinar rhoncus felis, nec iaculis enim ullamcorper sed. Nullam at mauris eu odio sodales blandit. Sed hendrerit turpis ut justo aliquam fermentum. Aliquam rhoncus lacinia sapien."
100221,ABC,170000,10/22/2009,7/22/2016,Maecenas ultrices velit at nisl suscipit congue.,"Morbi eu enim id odio consectetur auctor eu nec felis. Mauris vehicula mi mattis lacus pretium vitae mollis ipsum laoreet. Integer quis aliquet leo. Vestibulum varius quam eu sem varius fermentum. Etiam semper nisi et nisi sodales pretium. Aenean feugiat magna in mi pellentesque posuere. Suspendisse id dui nec nibh dignissim vehicula ut sed tortor. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Donec sollicitudin, dui vel lacinia aliquet, eros urna mollis turpis, et ornare orci nunc vitae massa. Nulla iaculis tellus ut sapien laoreet sed luctus enim mattis. Vivamus malesuada nibh id lectus iaculis venenatis quis venenatis augue. Vestibulum adipiscing, erat id tincidunt consequat, justo metus condimentum mi, vel euismod diam orci vel neque. Vivamus dapibus nulla augue. Nunc eget nisl justo, facilisis blandit ante."
